Publishing Date,Publishing Time,Target-Company,URL,Manual
09/19/2023,18:00:00,Amazon,https://blinks.bloomberg.com/news/stories/S18PNK59E8LD,1
09/19/2023,20:28:55,Amazon,https://blinks.bloomberg.com/news/stories/S18TXZT0AFB4,1
09/19/2023,23:53:52,Amazon,https://blinks.bloomberg.com/news/stories/S1965SDWLU68,1
09/20/2023,17:04:09,Amazon,https://blinks.bloomberg.com/news/stories/S1AHUXNQ43CW,1
09/20/2023,17:13:57,Amazon,https://blinks.bloomberg.com/news/stories/S1AIB9D2677K,1
09/20/2023,17:16:59,Amazon,https://blinks.bloomberg.com/news/stories/S1AH4HT0G1KW,1
09/20/2023,17:45:08,Amazon,https://blinks.bloomberg.com/news/stories/S1AJR8D2677K,1
09/20/2023,18:13:28,Amazon,https://blinks.bloomberg.com/news/stories/S1AL2G59E8LC,1
09/20/2023,18:16:56,Amazon,https://blinks.bloomberg.com/news/stories/S1AL88D2677K,0
09/20/2023,18:32:34,Amazon,https://blinks.bloomberg.com/news/stories/S1AJUBT1UM0W,1
09/20/2023,20:07:45,Amazon,https://blinks.bloomberg.com/news/stories/S1ALSMT0G1KW,-1
09/20/2023,21:14:21,Amazon,https://blinks.bloomberg.com/news/stories/S1AN2AT1UM0W,-1
09/20/2023,22:05:46,Amazon,https://blinks.bloomberg.com/news/stories/S1AVTMT0G1KW,1
09/21/2023,00:37:58,Amazon,https://blinks.bloomberg.com/news/stories/S1B2JGT0G1KW,-1
09/21/2023,10:19:55,Amazon,https://blinks.bloomberg.com/news/stories/S1BSTFT1UM0W,1
09/21/2023,17:56:18,Amazon,https://blinks.bloomberg.com/news/stories/S1CDU9T0AFB5,-1
09/21/2023,20:51:08,Amazon,https://blinks.bloomberg.com/news/stories/S1CN18GFR4SG,1
09/21/2023,21:56:58,Amazon,https://blinks.bloomberg.com/news/stories/S1CQ2YDWX2PS,1
09/22/2023,12:02:56,Amazon,https://blinks.bloomberg.com/news/stories/S1DT8WV0H1XC,1
09/22/2023,12:03:50,Amazon,https://blinks.bloomberg.com/news/stories/S1DTAEP1SLC0,1
09/22/2023,12:23:24,Amazon,https://blinks.bloomberg.com/news/stories/S1DU70GF4NPC,1
09/22/2023,15:14:47,Amazon,https://blinks.bloomberg.com/news/stories/S1DYN2T0AFB4,1
09/22/2023,15:40:42,Amazon,https://blinks.bloomberg.com/news/stories/S1E2DHT0G1KW,1
09/22/2023,18:34:32,Amazon,https://blinks.bloomberg.com/news/stories/S1COM6T0AFB4,-1
09/22/2023,21:44:26,Amazon,https://blinks.bloomberg.com/news/stories/S1EJMMT1UM0W,1
09/22/2023,22:12:27,Amazon,https://blinks.bloomberg.com/news/stories/S1ELGRDWRGG0,1
09/22/2023,22:30:05,Amazon,https://blinks.bloomberg.com/news/stories/S1EMA5GFLIIO,0
09/22/2023,22:59:13,Amazon,https://blinks.bloomberg.com/news/stories/S1ENMPT1UM0W,1
09/23/2023,10:04:46,Amazon,https://blinks.bloomberg.com/news/stories/S1FIFYDWX2PS,0
09/25/2023,00:35:18,Amazon,https://blinks.bloomberg.com/news/stories/S1IHEUGQD79C,1
09/25/2023,09:01:00,Amazon,https://blinks.bloomberg.com/news/stories/S1IZXKKFCAO0,1
09/25/2023,09:01:00,Amazon,https://blinks.bloomberg.com/news/stories/S1IZXENQ9PMO,1
09/25/2023,09:01:00,Amazon,https://blinks.bloomberg.com/news/stories/S1IZXHNPYH34,1
09/25/2023,16:15:31,Amazon,https://blinks.bloomberg.com/news/stories/S1JOXUGFR4SG,0
09/25/2023,16:21:49,Amazon,https://blinks.bloomberg.com/news/stories/S1JOU5DWRGG0,1
09/25/2023,18:06:56,Amazon,https://blinks.bloomberg.com/news/stories/S1JU3KD2BTHC,1
09/25/2023,18:07:15,Amazon,https://blinks.bloomberg.com/news/stories/S1JU43NQ9PMO,1
09/25/2023,18:08:57,Amazon,https://blinks.bloomberg.com/news/stories/S1JU6XBKHDS0,1
09/25/2023,18:10:51,Amazon,https://blinks.bloomberg.com/news/stories/S1JUA3NPYH34,1
09/25/2023,18:10:51,Amazon,https://blinks.bloomberg.com/news/stories/S1JUA3NPYH35,1
09/25/2023,18:13:15,Amazon,https://blinks.bloomberg.com/news/stories/S1JUE3598MBK,1
09/25/2023,19:17:25,Amazon,https://blinks.bloomberg.com/news/stories/S1JUK5DWLU68,1
09/25/2023,22:30:09,Amazon,https://blinks.bloomberg.com/news/stories/S1K6A9GFR4SG,0
09/26/2023,13:00:08,Amazon,https://blinks.bloomberg.com/news/stories/S1LAK8T0G1KW,1
09/26/2023,18:00:03,Amazon,https://blinks.bloomberg.com/news/stories/S1LOG3NPYH34,-1
09/26/2023,18:00:06,Amazon,https://blinks.bloomberg.com/news/stories/S1LOG6598MBK,-1
09/26/2023,18:00:09,Amazon,https://blinks.bloomberg.com/news/stories/S1LOG9BKHDS0,-1
09/26/2023,18:00:10,Amazon,https://blinks.bloomberg.com/news/stories/S1LOGA598MBK,-1
09/26/2023,18:00:12,Amazon,https://blinks.bloomberg.com/news/stories/S1LOGCBKHDS0,-1
09/26/2023,18:00:13,Amazon,https://blinks.bloomberg.com/news/stories/S1LOGD598MBK,-1
09/26/2023,18:14:18,Amazon,https://blinks.bloomberg.com/news/stories/S1LP3UBKHDS0,0
09/26/2023,18:14:33,Amazon,https://blinks.bloomberg.com/news/stories/S1LP49V0H1XC,0
09/26/2023,18:14:59,Amazon,https://blinks.bloomberg.com/news/stories/S1LP4Z598MBK,0
09/26/2023,18:16:33,Amazon,https://blinks.bloomberg.com/news/stories/S1LP7LNPYH34,-1
09/26/2023,18:17:17,Amazon,https://blinks.bloomberg.com/news/stories/S1LP8TD2BTHC,0
09/26/2023,18:42:23,Amazon,https://blinks.bloomberg.com/news/stories/S1LQENDWLU68,-1
09/26/2023,18:50:48,Amazon,https://blinks.bloomberg.com/news/stories/S1LQSODWLU68,-1
09/26/2023,20:10:11,Amazon,https://blinks.bloomberg.com/news/stories/S1LUGZDWX2PS,0
09/26/2023,20:34:15,Amazon,https://blinks.bloomberg.com/news/stories/S1LUTNDWLU68,0
09/26/2023,20:37:48,Amazon,https://blinks.bloomberg.com/news/stories/S1LSBFDWRGG0,0
09/26/2023,21:05:32,Amazon,https://blinks.bloomberg.com/news/stories/S1LX18F2QVI8,-1
09/26/2023,21:05:51,Amazon,https://blinks.bloomberg.com/news/stories/S1LX1RL9B2TC,-1
09/26/2023,21:07:32,Amazon,https://blinks.bloomberg.com/news/stories/S1LX4KD2677K,-1
09/26/2023,21:09:07,Amazon,https://blinks.bloomberg.com/news/stories/S1LX77D2677K,-1
09/26/2023,21:09:21,Amazon,https://blinks.bloomberg.com/news/stories/S1LX7LNQ43CW,1
09/26/2023,21:10:28,Amazon,https://blinks.bloomberg.com/news/stories/S1LX9GF2QVI8,-1
09/26/2023,21:24:08,Amazon,https://blinks.bloomberg.com/news/stories/S1LXW8DWRGG0,0
09/26/2023,21:35:44,Amazon,https://blinks.bloomberg.com/news/stories/S1LYFKD2677K,-1
09/26/2023,21:48:48,Amazon,https://blinks.bloomberg.com/news/stories/S1JXT1DWX2PS,-1
09/26/2023,22:14:58,Amazon,https://blinks.bloomberg.com/news/stories/S1M08YDWX2PT,-1
09/26/2023,22:19:45,Amazon,https://blinks.bloomberg.com/news/stories/S1M0GXDWRGG0,0
09/26/2023,22:30:09,Amazon,https://blinks.bloomberg.com/news/stories/S1M0Y9GETF5S,0
09/26/2023,23:50:04,Amazon,https://blinks.bloomberg.com/news/stories/S1M4NGT0G1KW,-1
09/27/2023,01:13:40,Amazon,https://blinks.bloomberg.com/news/stories/S1M8ISDWX2PS,0
09/27/2023,11:01:19,Amazon,https://blinks.bloomberg.com/news/stories/S1MZQ7DWRGG0,0
09/27/2023,12:00:07,Amazon,https://blinks.bloomberg.com/news/stories/S1N2G7T0AFB4,0
09/27/2023,14:00:00,Amazon,https://blinks.bloomberg.com/news/stories/S1LSWZDWLU68,0
09/27/2023,15:32:13,Amazon,https://blinks.bloomberg.com/news/stories/S1NBVJDWX2PT,1
09/27/2023,16:58:00,Amazon,https://blinks.bloomberg.com/news/stories/S1ADM5T1UM0W,1
09/27/2023,17:49:19,Amazon,https://blinks.bloomberg.com/news/stories/S1M7H0DWX2PS,-1
09/27/2023,19:05:19,Amazon,https://blinks.bloomberg.com/news/stories/S1NM4VDWX2PS,0
09/27/2023,21:07:20,Amazon,https://blinks.bloomberg.com/news/stories/S1NRS8DWX2PS,-1
09/27/2023,21:58:45,Amazon,https://blinks.bloomberg.com/news/stories/S1NU5XT1UM0W,1
09/28/2023,15:31:45,Amazon,https://blinks.bloomberg.com/news/stories/S1P56PDWX2PS,1
09/28/2023,16:18:28,Amazon,https://blinks.bloomberg.com/news/stories/S1P92SDWRGG0,0
09/28/2023,22:32:00,Amazon,https://blinks.bloomberg.com/news/stories/S1PQDCDWRGG0,-1
09/29/2023,17:00:04,Amazon,https://blinks.bloomberg.com/news/stories/S1R5O4GFLIIO,0
09/29/2023,18:50:36,Amazon,https://blinks.bloomberg.com/news/stories/S1RASCT1UM0W,0
09/29/2023,19:12:41,Amazon,https://blinks.bloomberg.com/news/stories/S1R9UXDWLU68,-1
09/29/2023,20:14:29,Amazon,https://blinks.bloomberg.com/news/stories/S1REO5UI21VK,-1
09/30/2023,01:29:34,Amazon,https://blinks.bloomberg.com/news/stories/S1RT9ADWRGG0,1
10/02/2023,09:46:20,Amazon,https://blinks.bloomberg.com/news/stories/S1W5L8GQD79C,-1
10/02/2023,13:15:58,Amazon,https://blinks.bloomberg.com/news/stories/S1WFAMGFWR28,1
10/02/2023,20:04:18,Amazon,https://blinks.bloomberg.com/news/stories/S1WY76T0AFB4,-1
10/03/2023,05:52:24,Amazon,https://blinks.bloomberg.com/news/stories/S1XPFCGQD79C,1
10/03/2023,14:00:03,Amazon,https://blinks.bloomberg.com/news/stories/S1YC03DWX2PS,-1
10/03/2023,18:41:46,Amazon,https://blinks.bloomberg.com/news/stories/S1YP1MUI21VK,-1
10/03/2023,18:43:37,Amazon,https://blinks.bloomberg.com/news/stories/S1YP4PBXCX6O,1
10/03/2023,18:43:54,Amazon,https://blinks.bloomberg.com/news/stories/S1YP56C0SJ5S,-1
10/04/2023,12:00:05,Amazon,https://blinks.bloomberg.com/news/stories/S20145T0AFB4,0
10/04/2023,15:13:28,Amazon,https://blinks.bloomberg.com/news/stories/S20A2GGFLIIO,1
10/04/2023,17:44:57,Amazon,https://blinks.bloomberg.com/news/stories/S20H2XT0AFB4,-1
10/04/2023,21:20:45,Amazon,https://blinks.bloomberg.com/news/stories/S20R2LD2677K,-1
10/04/2023,22:27:20,Amazon,https://blinks.bloomberg.com/news/stories/S20SDTT1UM0W,-1
10/04/2023,22:34:12,Amazon,https://blinks.bloomberg.com/news/stories/S20UH0GFR4SG,-1
10/05/2023,11:12:17,Amazon,https://blinks.bloomberg.com/news/stories/S21QIBT0G1KW,-1
10/05/2023,11:30:00,Amazon,https://blinks.bloomberg.com/news/stories/S210AYNQ43CW,1
10/05/2023,23:01:12,Amazon,https://blinks.bloomberg.com/news/stories/S22NTYT0AFB4,1
10/06/2023,00:38:37,Amazon,https://blinks.bloomberg.com/news/stories/S22QI0T0G1KW,0
10/06/2023,15:40:23,Amazon,https://blinks.bloomberg.com/news/stories/S23ZF0T0G1KW,-1
10/06/2023,16:54:00,Amazon,https://blinks.bloomberg.com/news/stories/S24420GQOFSW,0
10/07/2023,01:29:16,Amazon,https://blinks.bloomberg.com/news/stories/S24RWSD2677K,1
10/07/2023,01:29:17,Amazon,https://blinks.bloomberg.com/news/stories/S24RWT59E8LC,1
10/07/2023,01:50:40,Amazon,https://blinks.bloomberg.com/news/stories/S24SS9T0AFB4,1
10/07/2023,05:28:37,Amazon,https://blinks.bloomberg.com/news/stories/S251LPT0G1KW,1
10/09/2023,22:17:17,Amazon,https://blinks.bloomberg.com/news/stories/S2A30TT0AFB4,1
10/10/2023,14:10:30,Amazon,https://blinks.bloomberg.com/news/stories/S2BB5IDWX2PS,-1
10/10/2023,15:58:28,Amazon,https://blinks.bloomberg.com/news/stories/S2BG4FDWRGG0,1
10/10/2023,16:03:43,Amazon,https://blinks.bloomberg.com/news/stories/S2BC6YDWRGG0,1
10/10/2023,21:00:10,Amazon,https://blinks.bloomberg.com/news/stories/S2BTTRDWRGG0,1
10/10/2023,21:14:01,Amazon,https://blinks.bloomberg.com/news/stories/S2BTUQDWLU68,-1
10/11/2023,02:21:40,Amazon,https://blinks.bloomberg.com/news/stories/S2C8T0DWX2PS,1
10/12/2023,15:41:41,Amazon,https://blinks.bloomberg.com/news/stories/S2F3W0DWLU68,1
10/12/2023,18:00:51,Amazon,https://blinks.bloomberg.com/news/stories/S2FAR2DWX2PS,1
10/12/2023,19:47:38,Amazon,https://blinks.bloomberg.com/news/stories/S2FG3DBYLVCW,-1
10/12/2023,22:30:11,Amazon,https://blinks.bloomberg.com/news/stories/S2FNMBGFR4SG,0
10/13/2023,01:41:09,Amazon,https://blinks.bloomberg.com/news/stories/S2FQLWDWLU68,-1
10/13/2023,17:21:27,Amazon,https://blinks.bloomberg.com/news/stories/S2H3ZRT1UM0W,1
10/13/2023,21:44:46,Amazon,https://blinks.bloomberg.com/news/stories/S2HG6MLJJ3LS,-1
10/13/2023,22:04:20,Amazon,https://blinks.bloomberg.com/news/stories/S2HDZ5DWRGG0,1
10/16/2023,15:06:33,Amazon,https://blinks.bloomberg.com/news/stories/S2MHQXV0H1XC,1
10/16/2023,16:32:43,Amazon,https://blinks.bloomberg.com/news/stories/S2MI7QT0G1KW,1
10/16/2023,22:28:40,Amazon,https://blinks.bloomberg.com/news/stories/S2N1EST1UM0W,1
10/17/2023,02:39:02,Amazon,https://blinks.bloomberg.com/news/stories/S2NDT2DWRGG0,0
10/17/2023,09:33:20,Amazon,https://blinks.bloomberg.com/news/stories/S2NWV9T0G1KW,1
10/17/2023,16:06:08,Amazon,https://blinks.bloomberg.com/news/stories/S2O9Z5T0G1KW,1
10/17/2023,21:47:06,Amazon,https://blinks.bloomberg.com/news/stories/S2OUYIL9B2TC,0
10/17/2023,21:47:15,Amazon,https://blinks.bloomberg.com/news/stories/S2OUYR59E8LC,-1
10/17/2023,21:48:10,Amazon,https://blinks.bloomberg.com/news/stories/S2NGRYT0G1KW,0
10/17/2023,22:36:08,Amazon,https://blinks.bloomberg.com/news/stories/S2OWZAT0AFB4,1
10/18/2023,12:03:39,Amazon,https://blinks.bloomberg.com/news/stories/S2PYM3V0H1XC,1
10/18/2023,14:30:00,Amazon,https://blinks.bloomberg.com/news/stories/S2PBIJT1UM0W,1
10/18/2023,15:42:30,Amazon,https://blinks.bloomberg.com/news/stories/S2Q8QUGFFW8W,0
10/18/2023,16:30:21,Amazon,https://blinks.bloomberg.com/news/stories/S2QAYLBXCX6O,1
10/18/2023,17:30:58,Amazon,https://blinks.bloomberg.com/news/stories/S2Q841T0AFB4,1
10/18/2023,19:11:38,Amazon,https://blinks.bloomberg.com/news/stories/S2QI90T0G1KW,1
10/18/2023,19:32:02,Amazon,https://blinks.bloomberg.com/news/stories/S2QJDEP1SLC0,0
10/18/2023,21:20:15,Amazon,https://blinks.bloomberg.com/news/stories/S2QINTT0AFB4,1
10/19/2023,12:28:40,Amazon,https://blinks.bloomberg.com/news/stories/S2RRLGT0G1KW,1
10/19/2023,18:23:27,Amazon,https://blinks.bloomberg.com/news/stories/S2S7RNT0AFB4,0
10/20/2023,11:09:27,Amazon,https://blinks.bloomberg.com/news/stories/S2TLFRT1UM0W,1
10/20/2023,12:55:15,Amazon,https://blinks.bloomberg.com/news/stories/S2TQC3GETF5S,-1
10/20/2023,12:57:19,Amazon,https://blinks.bloomberg.com/news/stories/S2TQFJGQD79C,-1
10/20/2023,14:05:00,Amazon,https://blinks.bloomberg.com/news/stories/S2MLI9T0G1KW,-1
10/20/2023,15:50:23,Amazon,https://blinks.bloomberg.com/news/stories/S2TYFZGFWR28,0
10/20/2023,16:05:09,Amazon,https://blinks.bloomberg.com/news/stories/S2TZ4LGETF5T,0
10/21/2023,02:46:07,Amazon,https://blinks.bloomberg.com/news/stories/S2UO4DT0G1KW,-1
10/23/2023,04:17:07,Amazon,https://blinks.bloomberg.com/news/stories/S2YI7VDWLU68,1
10/23/2023,13:10:00,Amazon,https://blinks.bloomberg.com/news/stories/S2UIX1T0G1KW,0
10/23/2023,22:51:18,Amazon,https://blinks.bloomberg.com/news/stories/S301XIT0AFB4,-1
10/24/2023,12:20:58,Amazon,https://blinks.bloomberg.com/news/stories/S313EYGENSW0,1
10/24/2023,15:06:23,Amazon,https://blinks.bloomberg.com/news/stories/S31B2NIB3KZK,1
10/24/2023,15:26:16,Amazon,https://blinks.bloomberg.com/news/stories/S31B8WDWRGG0,1
10/24/2023,18:00:16,Amazon,https://blinks.bloomberg.com/news/stories/S31J4GBXCX6O,1
10/24/2023,18:04:49,Amazon,https://blinks.bloomberg.com/news/stories/S31JC1DWRGG0,-1
10/24/2023,21:32:01,Amazon,https://blinks.bloomberg.com/news/stories/S31SXDT0AFB4,0
10/24/2023,21:59:12,Amazon,https://blinks.bloomberg.com/news/stories/S31U6OT1UM0W,-1
10/24/2023,22:15:36,Amazon,https://blinks.bloomberg.com/news/stories/S31UY0D2BTHC,1
10/25/2023,07:10:57,Amazon,https://blinks.bloomberg.com/news/stories/S32JEWDWLU68,1
10/25/2023,14:56:21,Amazon,https://blinks.bloomberg.com/news/stories/S3359XBXCX6O,1
10/25/2023,14:56:45,Amazon,https://blinks.bloomberg.com/news/stories/S335ALP1SLC0,1
10/25/2023,16:58:13,Amazon,https://blinks.bloomberg.com/news/stories/S33AT6DWLU68,1
10/25/2023,17:39:57,Amazon,https://blinks.bloomberg.com/news/stories/S33CULDWRGG0,-1
10/25/2023,19:58:45,Amazon,https://blinks.bloomberg.com/news/stories/S33I25DWRGG0,-1
10/25/2023,20:32:10,Amazon,https://blinks.bloomberg.com/news/stories/S33KTMDWX2PS,0
10/25/2023,21:39:34,Amazon,https://blinks.bloomberg.com/news/stories/S33NXXDWRGG0,0
10/25/2023,21:50:33,Amazon,https://blinks.bloomberg.com/news/stories/S33LZNDWX2PS,1
10/25/2023,22:30:13,Amazon,https://blinks.bloomberg.com/news/stories/S33QADGQD79C,0
10/26/2023,11:30:10,Amazon,https://blinks.bloomberg.com/news/stories/S34QEAGETF5S,0
10/26/2023,15:15:00,Amazon,https://blinks.bloomberg.com/news/stories/S34YDEDWRGG0,1
10/26/2023,17:31:40,Amazon,https://blinks.bloomberg.com/news/stories/S3574SDWX2PS,1
10/26/2023,19:51:04,Amazon,https://blinks.bloomberg.com/news/stories/S35DFODWRGG0,1
10/26/2023,22:02:59,Amazon,https://blinks.bloomberg.com/news/stories/S35JOZNQ9PMO,1
10/26/2023,22:03:17,Amazon,https://blinks.bloomberg.com/news/stories/S35JPHYNQCCG,1
10/26/2023,22:03:22,Amazon,https://blinks.bloomberg.com/news/stories/S35JPMP1SLC0,1
10/26/2023,22:04:08,Amazon,https://blinks.bloomberg.com/news/stories/S35JQWNPYH34,1
10/26/2023,22:10:36,Amazon,https://blinks.bloomberg.com/news/stories/S35K1ODWRGG0,-1
10/26/2023,22:29:39,Amazon,https://blinks.bloomberg.com/news/stories/S35KXFDWX2PS,1
10/26/2023,23:08:11,Amazon,https://blinks.bloomberg.com/news/stories/S35MPNKFCAO0,-1
10/27/2023,00:42:12,Amazon,https://blinks.bloomberg.com/news/stories/S35QW0DWLU68,0
10/27/2023,00:44:44,Amazon,https://blinks.bloomberg.com/news/stories/S35R6KGQITJ4,0
10/27/2023,05:49:47,Amazon,https://blinks.bloomberg.com/news/stories/S365AZDWX2PS,-1
10/27/2023,15:30:56,Amazon,https://blinks.bloomberg.com/news/stories/S36W7KKFCAO0,1
10/27/2023,15:31:02,Amazon,https://blinks.bloomberg.com/news/stories/S36W48DWX2PS,1
10/27/2023,15:33:09,Amazon,https://blinks.bloomberg.com/news/stories/S36SOKDWLU68,1
10/27/2023,15:36:46,Amazon,https://blinks.bloomberg.com/news/stories/S36V6RT0G1KW,1
10/27/2023,17:50:44,Amazon,https://blinks.bloomberg.com/news/stories/S372OKGFR4SG,0
10/27/2023,18:58:02,Amazon,https://blinks.bloomberg.com/news/stories/S370ALDWRGG1,0
10/27/2023,19:00:20,Amazon,https://blinks.bloomberg.com/news/stories/S375JJDWX2PS,1
10/27/2023,22:30:06,Amazon,https://blinks.bloomberg.com/news/stories/S37FM6GQOFSW,0
10/30/2023,00:57:13,Amazon,https://blinks.bloomberg.com/news/stories/S3BEJDGETF5S,1
10/30/2023,10:31:05,Amazon,https://blinks.bloomberg.com/news/stories/S3C4P7T0AFB4,0
10/30/2023,11:30:16,Amazon,https://blinks.bloomberg.com/news/stories/S3C7UGDWX2PS,-1
10/30/2023,14:09:10,Amazon,https://blinks.bloomberg.com/news/stories/S3CF7AGQITJ4,1
10/30/2023,14:26:48,Amazon,https://blinks.bloomberg.com/news/stories/S3CG0OGQITJ4,-1
10/30/2023,16:30:19,Amazon,https://blinks.bloomberg.com/news/stories/S3CLQJGFFW8W,1
10/31/2023,04:45:50,Amazon,https://blinks.bloomberg.com/news/stories/S3DJSEUI21VK,1
10/31/2023,06:42:34,Amazon,https://blinks.bloomberg.com/news/stories/S3DOZVT1UM0W,1
10/31/2023,11:24:53,Amazon,https://blinks.bloomberg.com/news/stories/S3E29HGEZ1FK,-1
10/31/2023,20:25:03,Amazon,https://blinks.bloomberg.com/news/stories/S3ER9RT0G1KW,-1
10/31/2023,20:32:52,Amazon,https://blinks.bloomberg.com/news/stories/S3ERE1T0G1KW,1
10/31/2023,20:46:17,Amazon,https://blinks.bloomberg.com/news/stories/S3ES32T0G1KW,-1
10/31/2023,21:28:25,Amazon,https://blinks.bloomberg.com/news/stories/S3EU7DDWLU68,-1
11/01/2023,13:13:45,Amazon,https://blinks.bloomberg.com/news/stories/S3G1W9T1UM0W,1
11/01/2023,21:32:28,Amazon,https://blinks.bloomberg.com/news/stories/S3GP24GFR4SG,-1
11/01/2023,22:33:39,Amazon,https://blinks.bloomberg.com/news/stories/S3GRS4T0G1KW,1
11/02/2023,10:00:09,Amazon,https://blinks.bloomberg.com/news/stories/S3HNO9GENSW0,0
11/02/2023,10:00:31,Amazon,https://blinks.bloomberg.com/news/stories/S3HNOVT0G1KW,-1
11/02/2023,13:53:14,Amazon,https://blinks.bloomberg.com/news/stories/S3HX6IT0G1KW,1
11/02/2023,13:53:21,Amazon,https://blinks.bloomberg.com/news/stories/S3HYGXLJJ3LS,1
11/02/2023,13:58:03,Amazon,https://blinks.bloomberg.com/news/stories/S3HYORUI21VK,1
11/02/2023,15:37:45,Amazon,https://blinks.bloomberg.com/news/stories/S3I1XFT1UM0W,1
11/02/2023,15:54:50,Amazon,https://blinks.bloomberg.com/news/stories/S3I43E59E8LC,-1
11/02/2023,16:04:21,Amazon,https://blinks.bloomberg.com/news/stories/S3I4J9L9B2TC,-1
11/02/2023,16:10:39,Amazon,https://blinks.bloomberg.com/news/stories/S3I4TRF2QVI8,-1
11/02/2023,16:17:16,Amazon,https://blinks.bloomberg.com/news/stories/S3I54SNQFBWG,0
11/02/2023,18:03:35,Amazon,https://blinks.bloomberg.com/news/stories/S3IA1ZT0G1KW,-1
11/02/2023,19:00:00,Amazon,https://blinks.bloomberg.com/news/stories/S3GJFAT1UM0W,0
11/02/2023,21:49:19,Amazon,https://blinks.bloomberg.com/news/stories/S3IK90T0AFB4,-1
11/03/2023,07:07:06,Amazon,https://blinks.bloomberg.com/news/stories/S3JABUGF4NPC,1
11/03/2023,12:21:29,Amazon,https://blinks.bloomberg.com/news/stories/S3JOADT1UM0W,1
